timestamp,frequency,amplitude,label
07:43.0,109863.3,0.4056,NORMAL
07:37.9,109863.3,0.7075,NORMAL
07:40.4,109863.3,0.6491,NORMAL
07:43.0,109863.3,0.4056,NORMAL
07:45.5,109863.3,0.6842,NORMAL
07:48.0,110351.6,0.6594,NORMAL
07:50.5,109863.3,0.8169,NORMAL
07:53.1,109863.3,0.9274,NORMAL
07:55.6,110351.6,0.6356,NORMAL
07:58.1,110351.6,0.8127,NORMAL
08:00.7,110351.6,0.9349,NORMAL
08:03.2,109863.3,0.6753,NORMAL
08:05.7,109863.3,0.5953,NORMAL
08:08.2,109863.3,0.8466,NORMAL
08:10.8,109863.3,0.7902,NORMAL
08:13.3,109863.3,0.6086,NORMAL
08:15.8,110351.6,0.6724,NORMAL
08:18.3,110351.6,0.7849,NORMAL
08:20.9,109863.3,0.6309,NORMAL
08:23.4,109863.3,0.4788,NORMAL
08:25.9,109863.3,1.0488,NORMAL
08:28.5,110351.6,0.7076,NORMAL
08:31.0,109863.3,0.5386,NORMAL
08:33.5,110351.6,0.6227,NORMAL
08:36.0,110351.6,0.6227,NORMAL
